"rk","player","min","gca","sca","cmp_percent","won_percent","succ_percent","carries","int","tkl","season","age","nation","team","comp","mp","min_2","x90s","starts","subs","un_sub","gls","ast","g_a","g_pk","pk","p_katt","p_km","cmp","att","cmp_percent_2","kp","x3_jan","ppa","crs_pa","prg_p","tot_dist","prg_dist","cmp_2","att_2","cmp_percent_3","cmp_3","att_3","cmp_percent_4","cmp_4","att_4","cmp_percent_5","sca_2","pass_live","pass_dead","to","sh","fld","def","gca_2","pass_live_2","pass_dead_2","to_2","sh_2","fld_2","def_2","carries_2","tot_dist_2","prg_dist_2","prg_c","x3_jan_2","cpa","mis","dis","rec","prg_r","att_5","succ","succ_percent_2","tkld","tkld_percent","tkl_2","tkl_w","def_3rd","mid_3rd","att_3rd","tkl_3","att_6","tkl_percent","lost","blocks","sh_3","pass","int_2","tkl_int","clr","err","won","lost_2","won_percent_2","pos"
"2511","Roberto Inglese",2782,"4","64","64.7","47.4","79.5","547","8","31","2017-2018","25","it ITA","Chievo","it Serie A","34","2,782","30.9","33","1","1","12","1","13","11","1","2","1","366","566","64.7","26","19","14","3","44","4799","855","221","294","75.2","98","166","59","16","33","48.5","64","47","0","9","3","4","1","4","3","0","1","0","0","0","547","2981","931","46","19","28","97","71","692","211","39","31","79.5","8","20.5","31","21","13","9","9","7","30","23.3","23","21","2","19","8","39","17","1","91","101","47.4","FW"
"2512","Giampaolo Pazzini",992,"0","15","70.4","48.8","42.9","120","1","0","2017-2018","32","it ITA","Hellas Verona","it Serie A","19","992","11","7","12","1","4","0","4","0","4","4","0","114","162","70.4","5","6","3","0","14","1700","291","68","86","79.1","34","52","65.4","8","15","53.3","15","9","0","0","4","2","0","0","0","0","0","0","0","0","120","677","289","9","7","4","21","23","192","46","7","3","42.9","4","57.1","0","0","0","0","0","0","4","0","4","2","0","2","1","1","13","0","20","21","48.8","FW"
"2513","Alberto Grassi",2253,"4","41","82.2","54.5","43.3","539","47","44","2017-2018","22","it ITA","SPAL","it Serie A","28","2,253","25","26","2","3","3","0","3","3","0","0","0","644","783","82.2","10","67","8","1","76","9839","2473","339","401","84.5","246","285","86.3","31","46","67.4","41","26","0","1","4","8","2","4","1","0","0","1","2","0","539","3200","1430","36","30","6","33","22","648","43","30","13","43.3","17","56.7","44","33","22","12","10","16","35","45.7","19","27","8","19","47","91","55","0","48","40","54.5","MF"
"2514","Papu Gómez",2750,"20","199","73","7.7","70.5","1344","22","14","2017-2018","29","ar ARG","Atalanta","it Serie A","33","2,750","30.6","31","2","1","6","8","14","4","2","3","1","1119","1533","73","95","91","82","23","152","18079","5081","549","631","87","364","502","72.5","120","253","47.4","199","118","37","23","13","7","1","20","12","3","2","1","2","0","1344","9813","5049","196","138","59","67","52","1464","322","149","105","70.5","44","29.5","14","9","6","5","3","5","26","19.2","21","16","1","15","22","36","7","0","1","12","7.7","MF,FW"
"2515","Berat Djimsiti",2700,"2","22","87.9","65.2","80","1063","62","32","2017-2018","24","al ALB","Benevento","it Serie A","30","2,700","30","30","0","5","0","1","1","0","0","0","0","1423","1618","87.9","3","64","2","0","90","27772","10280","470","513","91.6","768","830","92.5","168","233","72.1","22","17","1","1","2","1","0","2","2","0","0","0","0","0","1063","7610","4677","26","13","0","8","2","1247","1","10","8","80","2","20","32","17","28","4","0","12","30","40","18","37","23","14","62","94","178","1","60","32","65.2","DF"
"2516","Bacary Sagna",957,"0","20","88.1","71.8","33.3","491","20","9","2017-2018","34","fr FRA","Benevento","it Serie A","13","957","10.6","10","3","1","1","0","1","1","0","0","0","690","783","88.1","12","30","5","4","49","10520","3514","378","403","93.8","247","278","88.8","42","64","65.6","20","14","3","0","1","1","1","0","0","0","0","0","0","0","491","2184","1137","17","16","0","7","4","596","34","6","2","33.3","4","66.7","9","7","5","3","1","1","7","14.3","6","9","2","7","20","29","28","0","28","11","71.8","DF"
"2517","Ivan Perišić",3313,"16","136","67.6","51.6","58.5","1253","45","47","2017-2018","28","hr CRO","Inter","it Serie A","37","3,313","36.8","37","0","0","11","7","18","11","0","0","0","1102","1629","67.6","74","52","54","17","116","16877","3759","604","751","80.4","357","541","66","86","171","50.3","136","108","5","11","10","1","1","16","11","1","2","1","1","0","1253","7873","4404","176","75","65","62","36","1546","415","53","31","58.5","22","41.5","47","31","15","23","9","8","56","14.3","48","47","6","41","45","92","62","0","66","62","51.6","FW"
"2518","Ryder Matos",1148,"4","23","76.7","23.9","65.8","362","5","21","2017-2018","24","br BRA","2 Teams","it Serie A","18","1,148","12.8","12","6","15","0","1","1","0","0","0","0","247","322","76.7","7","16","4","1","22","3252","670","147","170","86.5","78","101","77.2","7","18","38.9","23","15","1","2","1","4","0","4","3","0","1","0","0","0","362","2998","1412","44","26","11","46","42","366","93","38","25","65.8","13","34.2","21","16","12","6","3","5","10","50","5","7","0","7","5","26","12","1","11","35","23.9","MF"
"2519","Stephane Omeonga",797,"1","22","82.5","38.1","75","276","5","25","2017-2018","21","be BEL","Genoa","it Serie A","19","797","8.9","6","13","17","0","0","0","0","0","0","0","283","343","82.5","9","43","3","1","35","4831","1300","128","154","83.1","127","140","90.7","24","33","72.7","22","16","0","3","2","0","1","1","1","0","0","0","0","0","276","1657","914","23","20","3","15","17","292","37","24","18","75","6","25","25","15","16","8","1","7","18","38.9","11","20","1","19","5","30","6","0","8","13","38.1","MF,DF"
"2520","Blerim Džemaili",1193,"2","25","77.5","60","64.7","383","18","27","2017-2018","31","ch SUI","Bologna","it Serie A","15","1,193","13.3","14","1","1","1","0","1","1","0","0","0","383","494","77.5","11","40","18","0","62","6045","1708","200","242","82.6","139","161","86.3","29","51","56.9","25","19","0","1","2","2","1","2","1","0","0","1","0","0","383","2020","1133","27","24","3","18","17","435","53","17","11","64.7","6","35.3","27","19","11","15","1","9","27","33.3","18","15","4","11","18","45","11","0","9","6","60","MF,FW"
"2521","Vittorio Parigini",857,"0","36","70.1","11.1","53.5","330","5","18","2017-2018","21","it ITA","2 Teams","it Serie A","21","857","9.5","10","11","11","0","0","0","0","0","0","0","230","328","70.1","14","9","10","4","19","3342","595","135","159","84.9","67","98","68.4","15","30","50","36","26","0","7","1","2","0","0","0","0","0","0","0","0","330","2762","1423","52","32","11","30","23","345","110","43","23","53.5","20","46.5","18","11","11","6","1","6","17","35.3","11","8","1","7","5","23","1","0","1","8","11.1","FW,MF"
"2522","Emil Krafth",946,"1","10","79.5","43.3","71.4","329","16","23","2017-2018","22","se SWE","Bologna","it Serie A","12","946","10.5","10","2","25","0","0","0","0","0","0","0","414","521","79.5","3","31","3","2","45","6886","2762","187","211","88.6","199","243","81.9","22","42","52.4","10","9","0","0","0","1","0","1","0","0","0","0","1","0","329","1610","813","18","12","2","7","10","337","34","7","5","71.4","1","14.3","23","16","14","8","1","10","19","52.6","9","12","4","8","16","39","39","1","13","17","43.3","DF"
"2523","José Callejón",3238,"18","137","76.4","34.4","36.7","1024","22","33","2017-2018","30","es ESP","Napoli","it Serie A","38","3,238","36","38","0","0","10","9","19","10","0","0","0","1282","1677","76.4","74","69","39","9","108","18743","3514","758","864","87.7","338","438","77.2","110","232","47.4","137","95","27","3","10","2","0","18","8","6","1","2","1","0","1024","4020","1955","55","45","11","39","22","1396","306","30","11","36.7","19","63.3","33","27","15","14","4","10","47","21.3","37","42","5","37","22","55","31","0","21","40","34.4","FW"
"2524","Ádám Nagy",711,"1","12","83.8","50","83.3","194","7","16","2017-2018","22","hu HUN","Bologna","it Serie A","12","711","7.9","8","4","25","1","0","1","1","0","0","0","192","229","83.8","6","16","6","0","21","2636","713","108","122","88.5","66","79","83.5","6","7","85.7","12","8","0","0","0","2","2","1","1","0","0","0","0","0","194","1052","384","6","5","2","15","10","188","20","6","5","83.3","1","16.7","16","9","6","8","2","7","13","53.8","6","11","0","11","7","23","5","0","8","8","50","MF"
"2525","Juan Jesus",1658,"0","10","86.7","40","100","814","39","42","2017-2018","26","br BRA","Roma","it Serie A","22","1,658","18.4","18","4","15","0","0","0","0","0","0","0","1037","1196","86.7","3","60","5","1","73","19349","7557","403","423","95.3","501","547","91.6","116","187","62","10","10","0","0","0","0","0","0","0","0","0","0","0","0","814","4219","2044","7","7","1","9","5","938","7","3","3","100","0","0","42","30","25","15","2","18","34","52.9","16","18","9","9","39","81","63","0","18","27","40","DF"
"2526","Mariusz Stępiński",713,"1","9","72.3","27.3","40","151","4","9","2017-2018","22","pl POL","Chievo","it Serie A","22","713","7.9","6","16","13","5","0","5","5","0","0","0","112","155","72.3","7","2","1","0","5","1297","181","63","79","79.7","30","40","75","3","9","33.3","9","6","0","1","0","2","0","1","0","0","1","0","0","0","151","680","215","7","7","4","20","15","173","57","10","4","40","6","60","9","5","4","4","1","2","10","20","8","5","1","4","4","13","5","0","15","40","27.3","FW"
"2527","Andrea Barzagli",1447,"3","12","91.8","57.9","66.7","892","17","26","2017-2018","36","it ITA","Juventus","it Serie A","25","1,447","16.1","14","11","12","0","1","1","0","0","0","0","1162","1266","91.8","4","86","5","2","81","22771","7407","418","447","93.5","570","603","94.5","151","180","83.9","12","9","1","0","1","1","0","3","3","0","0","0","0","0","892","3509","1782","9","2","0","5","3","1034","7","3","2","66.7","1","33.3","26","15","14","11","1","9","16","56.3","7","14","7","7","17","43","46","0","22","16","57.9","DF"
"2528","Luca Ceppitelli",2227,"2","17","78","74.5","100","718","50","45","2017-2018","27","it ITA","Cagliari","it Serie A","27","2,227","24.7","26","1","8","3","0","3","3","0","0","0","917","1176","78","8","96","7","0","73","20328","10034","266","305","87.2","445","513","86.7","197","332","59.3","17","16","1","0","0","0","0","2","2","0","0","0","0","0","718","3772","2285","2","2","2","10","5","785","3","12","12","100","0","0","45","33","31","12","2","16","34","47.1","18","33","21","12","50","95","156","0","76","26","74.5","DF"
"2529","Alessandro Deiola",449,"0","7","68.6","20","66.7","113","4","9","2017-2018","21","it ITA","Cagliari","it Serie A","13","449","5","4","9","15","0","0","0","0","0","0","0","105","153","68.6","2","7","3","2","13","1510","413","64","84","76.2","30","45","66.7","7","15","46.7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","113","376","118","2","4","0","16","7","126","23","3","2","66.7","1","33.3","9","7","5","3","1","6","13","46.2","7","8","0","8","4","13","12","0","2","8","20","MF"
"2530","Ricardo Rodríguez",3005,"1","58","83.2","50","95.7","1291","33","48","2017-2018","24","ch SUI","Milan","it Serie A","34","3,005","33.4","34","0","1","1","0","1","0","1","2","1","1739","2090","83.2","24","161","30","18","199","30510","9373","809","858","94.3","722","840","86","173","300","57.7","58","45","6","1","3","3","0","1","0","0","0","1","0","0","1291","7115","4015","89","68","4","25","19","1610","147","23","22","95.7","1","4.3","48","29","24","18","6","18","28","64.3","10","36","6","30","33","81","93","3","33","33","50","DF"
"2531","Senad Lulić",2426,"19","89","74.5","55.3","70","1103","36","66","2017-2018","31","ba BIH","Lazio","it Serie A","35","2,426","27","30","5","0","3","4","7","2","1","1","0","1108","1487","74.5","38","80","33","20","112","18728","5738","557","645","86.4","370","505","73.3","133","223","59.6","89","68","2","11","5","3","0","19","14","0","2","2","1","0","1103","7269","3849","114","80","23","53","46","1132","191","90","63","70","27","30","66","40","32","22","12","21","80","26.3","59","32","4","28","36","102","39","0","26","21","55.3","DF,MF"
"2532","Ledian Memushaj",1258,"0","40","79.5","58.3","57.5","505","10","28","2017-2018","30","al ALB","Benevento","it Serie A","17","1,258","14","15","2","9","0","0","0","0","0","0","0","542","682","79.5","19","59","8","2","78","8230","3131","296","325","91.1","173","217","79.7","42","79","53.2","40","34","3","0","3","0","0","0","0","0","0","0","0","0","505","3379","1711","37","26","5","23","26","586","43","40","23","57.5","17","42.5","28","18","11","13","4","7","30","23.3","23","24","5","19","10","38","10","1","7","5","58.3","MF"
"2533","Simeon Nwankwo",1219,"4","38","65","51","47.1","302","1","12","2017-2018","25","ng NGA","Crotone","it Serie A","23","1,219","13.5","11","12","13","7","1","8","7","0","0","0","206","317","65","16","22","4","0","24","2698","461","125","174","71.8","53","82","64.6","8","12","66.7","38","31","0","2","2","2","1","4","3","0","0","1","0","0","302","1189","370","13","16","8","57","42","372","82","17","8","47.1","9","52.9","12","9","1","5","6","1","12","8.3","11","16","3","13","1","13","20","0","52","50","51","FW"
"2534","João Pedro",1656,"3","41","68.8","32.5","59.3","411","11","15","2017-2018","25","it ITA","Cagliari","it Serie A","22","1,656","18.4","19","3","1","5","2","7","4","1","1","0","349","507","68.8","17","32","12","1","38","6102","1347","164","220","74.5","126","173","72.8","44","77","57.1","41","25","4","4","2","5","1","3","2","0","1","0","0","0","411","2335","993","33","20","5","32","31","492","77","27","16","59.3","10","37","15","9","4","9","2","0","12","0","12","9","1","8","11","26","24","0","25","52","32.5","MF,FW"
"2535","Filippo Romagna",1888,"1","11","76.1","66.7","72.7","572","33","33","2017-2018","20","it ITA","Cagliari","it Serie A","23","1,888","21","21","2","12","0","0","0","0","0","0","0","667","877","76.1","4","68","11","4","94","13444","5654","226","264","85.6","332","385","86.2","96","191","50.3","11","9","0","1","1","0","0","1","1","0","0","0","0","0","572","3002","1795","22","14","1","7","3","597","4","11","8","72.7","3","27.3","33","18","20","12","1","16","26","61.5","10","20","11","9","33","66","96","0","34","17","66.7","DF"
"2536","Bruno Peres",1155,"0","29","82.2","42.1","75","478","22","26","2017-2018","27","br BRA","Roma","it Serie A","18","1,155","12.8","13","5","15","0","0","0","0","0","0","0","664","808","82.2","15","46","16","9","55","10978","3780","314","354","88.7","265","311","85.2","58","88","65.9","29","23","2","1","0","2","1","0","0","0","0","0","0","0","478","3203","1833","53","38","5","13","11","559","60","24","18","75","5","20.8","26","17","16","7","3","10","23","43.5","13","9","2","7","22","48","28","1","8","11","42.1","DF"
"2537","Grégoire Defrel",485,"3","17","83","44.4","54.5","118","3","8","2017-2018","26","mq MTQ","Roma","it Serie A","15","485","5.4","5","10","6","1","0","1","0","1","1","0","112","135","83","5","9","5","0","11","1351","298","70","81","86.4","21","24","87.5","6","6","100","17","11","2","2","0","1","1","3","2","0","0","0","0","1","118","728","273","13","9","5","14","10","135","35","11","6","54.5","5","45.5","8","3","1","1","6","2","8","25","6","5","0","5","3","11","6","0","4","5","44.4","FW,MF"
"2538","Arkadiusz Milik",448,"1","14","77.2","19","50","150","1","2","2017-2018","23","pl POL","Napoli","it Serie A","15","448","5","3","12","3","5","1","6","5","0","0","0","115","149","77.2","7","6","5","0","12","1405","211","57","76","75","31","38","81.6","4","7","57.1","14","12","0","0","1","1","0","1","1","0","0","0","0","0","150","515","182","5","7","1","19","14","191","53","4","2","50","2","50","2","1","0","1","1","0","1","0","1","5","0","5","1","3","4","0","4","17","19","FW,MF"
"2539","Emil Hallfreðsson",764,"1","26","85.7","66.7","72.7","305","20","19","2017-2018","33","is ISL","Udinese","it Serie A","19","764","8.5","8","11","12","0","0","0","0","0","0","0","390","455","85.7","13","34","6","3","45","6732","1640","186","205","90.7","153","177","86.4","41","54","75.9","26","25","1","0","0","0","0","1","1","0","0","0","0","0","305","1714","853","10","16","1","9","11","317","10","11","8","72.7","3","27.3","19","14","9","7","3","7","24","29.2","17","13","2","11","20","39","16","0","12","6","66.7","MF"
"2540","Gian Marco Ferrari",2645,"1","15","88.1","61.3","85.7","1143","31","12","2017-2018","25","it ITA","Sampdoria","it Serie A","30","2,645","29.4","29","1","8","2","0","2","2","0","0","0","1502","1705","88.1","4","100","8","0","154","29268","11487","518","562","92.2","788","842","93.6","181","273","66.3","15","13","0","0","1","1","0","1","1","0","0","0","0","0","1143","6363","4617","25","10","0","11","5","1386","4","7","6","85.7","1","14.3","12","8","8","4","0","5","10","50","5","42","38","4","31","43","149","4","49","31","61.3","DF"
"2541","Dennis Praet",2657,"11","87","81.3","31.3","69","947","37","85","2017-2018","23","be BEL","Sampdoria","it Serie A","32","2,657","29.5","31","1","2","1","3","4","1","0","0","0","1228","1511","81.3","33","144","43","8","174","19759","5706","612","707","86.6","492","577","85.3","86","140","61.4","87","62","1","8","6","5","5","11","7","0","1","2","0","1","947","6121","2943","92","57","20","39","39","1280","170","84","58","69","26","31","85","57","34","36","15","38","73","52.1","35","49","1","48","37","122","22","0","21","46","31.3","MF"
"2542","Sergio Pellissier",560,"2","19","68.8","43.2","50","94","1","6","2017-2018","38","it ITA","Chievo","it Serie A","19","560","6.2","2","17","19","1","0","1","1","0","0","0","77","112","68.8","8","1","0","0","2","945","92","50","67","74.6","21","33","63.6","1","3","33.3","19","14","0","0","2","3","0","2","1","0","0","1","0","0","94","366","140","4","4","1","17","4","132","46","2","1","50","1","50","6","2","1","3","2","1","3","33.3","2","3","0","3","1","7","2","0","19","25","43.2","FW"
"2543","Gerson",909,"4","38","87.7","54.5","60","405","11","20","2017-2018","20","br BRA","Roma","it Serie A","24","909","10.1","8","16","14","2","1","3","2","0","0","0","464","529","87.7","11","44","6","1","50","6907","1373","239","257","93","170","195","87.2","26","38","68.4","38","31","0","0","2","4","1","4","2","0","0","0","1","1","405","2003","898","19","24","6","12","12","485","44","10","6","60","4","40","20","12","10","8","2","2","7","28.6","5","15","2","13","11","31","11","1","18","15","54.5","MF,FW"
"2544","Daniel Bessa",1827,"3","64","80.1","10.3","72.7","585","17","32","2017-2018","24","it ITA","2 Teams","it Serie A","28","1,827","20.3","21","7","4","3","1","4","3","0","0","0","710","886","80.1","29","69","14","3","86","11901","2998","338","392","86.2","280","335","83.6","71","105","67.6","64","54","4","4","1","1","0","3","2","0","0","0","1","0","585","3717","1858","50","31","11","44","35","745","89","33","24","72.7","9","27.3","32","25","11","17","4","8","30","26.7","22","19","2","17","17","49","14","1","3","26","10.3","MF,FW"
"2545","Davide Santon",836,"1","10","80","70.3","68.4","356","20","19","2017-2018","26","it ITA","Inter","it Serie A","15","836","9.3","9","6","19","0","0","0","0","0","0","0","439","549","80","2","26","2","1","32","7514","2030","221","239","92.5","164","212","77.4","47","75","62.7","10","9","0","0","1","0","0","1","0","0","0","1","0","0","356","2584","1294","30","25","1","6","6","391","33","19","13","68.4","6","31.6","19","14","13","6","0","9","17","52.9","8","10","3","7","20","39","32","2","26","11","70.3","DF"
"2546","Armando Izzo",1387,"0","11","74.8","65.9","87.5","497","34","30","2017-2018","25","it ITA","Genoa","it Serie A","16","1,387","15.4","16","0","0","1","0","1","1","0","0","0","650","869","74.8","3","61","8","1","57","13251","5057","214","251","85.3","335","399","84","97","201","48.3","11","6","1","0","1","3","0","0","0","0","0","0","0","0","497","2732","1551","24","11","0","5","7","562","12","8","7","87.5","1","12.5","30","23","14","10","6","12","18","66.7","6","15","6","9","34","64","70","0","27","14","65.9","DF"
"2547","Dries Mertens",3002,"17","139","73.3","11.1","47.7","944","5","28","2017-2018","30","be BEL","Napoli","it Serie A","38","3,002","33.4","35","3","0","18","7","25","14","4","5","1","744","1015","73.3","58","48","49","2","105","9449","2057","486","601","80.9","155","222","69.8","38","57","66.7","139","97","0","16","12","11","3","17","11","0","1","2","2","1","944","3877","1951","87","50","53","73","56","1158","383","88","42","47.7","46","52.3","28","22","5","13","10","5","36","13.9","31","18","2","16","5","33","8","1","3","24","11.1","FW"
"2548","Gonzalo Higuaín",2815,"16","90","78.6","35.5","56.4","760","7","19","2017-2018","29","ar ARG","Juventus","it Serie A","35","2,815","31.3","32","3","2","16","5","21","15","1","2","1","564","718","78.6","30","47","11","0","62","9087","1550","275","324","84.9","177","217","81.6","64","88","72.7","90","64","0","11","6","9","0","16","11","0","1","1","3","0","760","4820","1807","68","37","35","81","72","900","195","94","53","56.4","40","42.6","19","17","3","7","9","2","19","10.5","17","19","4","15","7","26","20","0","11","20","35.5","FW"
"2549","Yann Karamoh",489,"5","23","77.3","27.3","44","248","4","3","2017-2018","19","fr FRA","Inter","it Serie A","16","489","5.4","4","12","20","1","0","1","1","0","0","0","194","251","77.3","2","17","8","1","21","2772","537","113","132","85.6","59","76","77.6","11","23","47.8","23","15","1","2","3","2","0","5","2","0","1","2","0","0","248","1534","630","26","17","6","20","20","287","71","25","11","44","14","56","3","1","1","1","1","0","3","0","3","4","0","4","4","7","1","1","3","8","27.3","FW,MF"
"2550","Germán Pezzella",2979,"2","25","83.9","66.4","100","1228","63","63","2017-2018","26","ar ARG","Fiorentina","it Serie A","34","2,979","33.1","34","0","1","1","0","1","1","0","0","0","1595","1902","83.9","8","82","5","0","142","30923","11886","477","533","89.5","958","1058","90.5","139","267","52.1","25","20","0","1","2","1","1","2","1","0","0","0","1","0","1228","6497","4089","18","12","0","18","6","1440","7","6","6","100","0","0","63","47","42","19","2","19","41","46.3","22","33","16","17","63","126","185","1","95","48","66.4","DF"
"2551","Felipe dal Belo",2573,"3","18","81","63.5","86.7","739","48","51","2017-2018","33","br BRA","SPAL","it Serie A","30","2,573","28.6","30","0","5","1","1","2","1","0","0","0","1043","1287","81","6","80","9","5","97","20755","8949","376","409","91.9","502","567","88.5","149","268","55.6","18","15","0","1","1","0","1","3","2","0","0","1","0","0","739","4134","2747","25","16","2","10","4","941","7","15","13","86.7","2","13.3","51","34","32","16","3","25","49","51","24","42","24","18","48","99","157","1","47","27","63.5","DF"
"2552","Rodrigo Palacio",2065,"6","65","69.4","40.2","60.7","699","12","25","2017-2018","35","ar ARG","Bologna","it Serie A","28","2,065","22.9","23","5","2","4","2","6","4","0","0","0","486","700","69.4","34","24","22","8","42","7485","1118","268","341","78.6","155","221","70.1","39","64","60.9","65","48","0","4","5","7","1","6","4","0","1","1","0","0","699","4649","1770","81","40","27","89","63","799","235","56","34","60.7","22","39.3","25","18","6","12","7","10","28","35.7","18","16","2","14","12","37","14","0","51","76","40.2","FW,MF"
"2553","Francesco Zampano",412,"1","9","75.3","36.4","42.1","119","6","9","2017-2018","23","it ITA","Udinese","it Serie A","6","412","4.6","4","2","11","0","1","1","0","0","0","0","131","174","75.3","5","7","7","4","15","2215","812","59","73","80.8","61","73","83.6","10","21","47.6","9","9","0","0","0","0","0","1","1","0","0","0","0","0","119","635","306","10","6","2","10","5","124","26","19","8","42.1","11","57.9","9","7","5","3","1","5","10","50","5","4","0","4","6","15","7","0","4","7","36.4","DF"
"2554","Vasilis Torosidis",819,"1","10","73.5","65","77.8","260","15","8","2017-2018","32","gr GRE","Bologna","it Serie A","16","819","9.1","10","6","11","0","0","0","0","0","0","0","308","419","73.5","4","21","7","4","31","5125","2038","146","168","86.9","128","163","78.5","24","60","40","10","8","2","0","0","0","0","1","1","0","0","0","0","0","260","1103","487","6","8","1","6","4","282","35","9","7","77.8","2","22.2","8","7","5","2","1","4","9","44.4","5","8","3","5","15","23","42","0","13","7","65","DF"
"2555","Fabio Lucioni",720,"1","9","78.4","91.7","100","184","7","11","2017-2018","29","it ITA","Benevento","it Serie A","8","720","8","8","0","0","0","0","0","0","0","0","0","222","283","78.4","1","11","0","0","11","5449","2220","34","42","81","133","150","88.7","54","85","63.5","9","7","0","1","1","0","0","1","0","0","0","1","0","0","184","954","575","3","1","0","2","0","213","0","2","2","100","0","0","11","9","7","4","0","7","11","63.6","4","14","11","3","7","18","61","0","11","1","91.7","DF"
"2556","Ante Budimir",1588,"2","41","62.2","45.6","30.8","337","7","28","2017-2018","26","hr CRO","Crotone","it Serie A","22","1,588","17.6","17","5","2","6","0","6","6","0","0","0","245","394","62.2","18","22","5","0","35","3163","562","155","223","69.5","67","114","58.8","7","12","58.3","41","28","2","1","1","8","1","2","0","0","0","1","1","0","337","1582","576","20","18","5","62","40","460","121","13","4","30.8","8","61.5","28","20","4","16","8","2","20","10","18","20","3","17","7","35","27","0","94","112","45.6","FW"
"2557","Paolo Faragò",2457,"9","69","65","62.3","50","645","23","92","2017-2018","24","it ITA","Cagliari","it Serie A","35","2,457","27.3","25","10","1","2","4","6","2","0","0","0","850","1308","65","30","70","42","19","108","15130","6781","387","484","80","364","549","66.3","87","206","42.2","69","49","3","2","7","7","1","9","8","0","0","0","1","0","645","3898","1855","66","40","8","39","24","792","166","30","15","50","15","50","92","67","53","24","15","24","60","40","36","41","5","36","23","115","76","0","71","43","62.3","DF"
"2558","Përparim Hetemaj",2415,"5","59","78.8","35.3","58.7","937","39","74","2017-2018","30","fi FIN","Chievo","it Serie A","32","2,415","26.8","27","5","2","3","2","5","3","0","0","0","921","1169","78.8","24","74","29","19","100","14294","3971","523","581","90","294","367","80.1","68","136","50","59","47","0","4","2","5","1","5","2","0","0","1","2","0","937","5050","2453","60","44","8","51","36","1045","107","46","27","58.7","19","41.3","74","48","34","25","15","29","78","37.2","49","39","6","33","39","113","47","1","18","33","35.3","MF"
"2559","Mateo Musacchio",1202,"3","20","89.3","33.3","66.7","616","12","22","2017-2018","26","ar ARG","Milan","it Serie A","15","1,202","13.4","12","3","23","0","1","1","0","0","0","0","867","971","89.3","7","90","8","1","104","17370","7187","267","287","93","494","523","94.5","102","152","67.1","20","20","0","0","0","0","0","3","3","0","0","0","0","0","616","3537","2359","11","4","0","6","2","795","4","6","4","66.7","2","33.3","22","15","13","7","2","8","16","50","8","9","3","6","12","34","58","1","13","26","33.3","DF"
"2560","José Luis Palomino",1979,"0","12","83","57.8","85.7","709","39","60","2017-2018","27","ar ARG","Atalanta","it Serie A","26","1,979","22","22","4","7","1","0","1","1","0","0","0","955","1150","83","2","57","5","3","80","17935","6648","333","377","88.3","517","587","88.1","91","150","60.7","12","8","2","0","0","0","2","0","0","0","0","0","0","0","709","4372","2386","16","11","0","13","7","827","4","14","12","85.7","2","14.3","60","39","36","19","5","24","51","47.1","27","36","21","15","39","99","111","1","48","35","57.8","DF"
"2561","Samir Santos",2569,"3","20","81.8","59.2","56","886","75","55","2017-2018","22","br BRA","Udinese","it Serie A","31","2,569","28.5","30","1","2","2","0","2","2","0","0","0","1120","1370","81.8","4","72","5","2","108","21634","7627","372","424","87.7","617","680","90.7","117","227","51.5","20","14","1","1","1","2","1","3","2","0","0","0","1","0","886","4498","2431","28","32","2","14","13","972","23","25","14","56","11","44","55","38","35","17","3","19","38","50","19","33","16","17","75","130","161","1","42","29","59.2","DF"
"2562","Marcello Gazzola",739,"0","15","72.8","52.6","16.7","213","8","10","2017-2018","32","it ITA","Sassuolo","it Serie A","9","739","8.2","9","0","11","0","0","0","0","0","0","0","340","467","72.8","8","25","8","6","41","5770","2666","168","194","86.6","142","183","77.6","28","73","38.4","15","12","2","1","0","0","0","0","0","0","0","0","0","0","213","1117","588","13","9","1","0","2","272","37","6","1","16.7","4","66.7","10","9","3","6","1","8","12","66.7","4","10","2","8","8","18","25","0","10","9","52.6","DF"
"2563","Felipe Caicedo",717,"2","17","76.5","37.5","73.9","143","1","11","2017-2018","28","ec ECU","Lazio","it Serie A","22","717","8","4","18","12","3","2","5","3","0","0","0","140","183","76.5","8","13","4","0","14","1584","401","88","109","80.7","34","43","79.1","2","5","40","17","10","0","5","2","0","0","2","1","0","0","1","0","0","143","736","309","9","5","7","14","12","197","60","23","17","73.9","6","26.1","11","10","3","5","3","2","7","28.6","5","6","0","6","1","12","4","0","21","35","37.5","FW,MF"
"2564","Nicolas Nkoulou",3258,"1","20","88.8","57.1","87.5","1186","57","56","2017-2018","27","cm CMR","Torino","it Serie A","37","3,258","36.2","37","0","1","2","0","2","2","0","0","0","1500","1689","88.8","6","56","4","1","83","28978","8987","516","557","92.6","809","849","95.3","159","244","65.2","20","19","0","1","0","0","0","1","1","0","0","0","0","0","1186","5770","2934","13","4","0","17","7","1226","1","24","21","87.5","3","12.5","56","40","40","15","1","22","33","66.7","11","44","22","22","57","113","163","1","76","57","57.1","DF"
