,,,,,,,,,,,,,,,,Playing Time,,,,,,Performance,,,,,,,Total,,,,,,,,Total,,Short,,,Medium,,,Long,,,,SCA Types,,,,,,,GCA Types,,,,,,Carries,,,,,,,,Receiving,,Take-Ons,,,,,Tackles,,,,,Challenges,,,,Blocks,,,,,,,Aerial Duels,,,
Rk,Player,Min,GCA,SCA,Cmp%,Won%,Succ%,Carries,Int,Tkl,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,Cmp,Att,Cmp%,KP,3-Jan,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Carries,TotDist,PrgDist,PrgC,3-Jan,CPA,Mis,Dis,Rec,PrgR,Att,Succ,Succ%,Tkld,Tkld%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Won,Lost,Won%,Pos
631,Georgi Tunjov,703,4,28,67.4,52.6,50,242,5,11,2022-2023,21,ee EST,SPAL,it Serie B,23,703,7.8,6,17,14,0,1,1,0,0,0,0,229,340,67.4,18,34,12,9,43,4623,1715,98,126,77.8,77,107,72,47,87,54,28,18,7,1,1,1,0,4,4,0,0,0,0,0,242,1262,608,16,14,4,19,12,285,50,26,13,50,12,46.2,11,7,7,1,3,6,17,35.3,11,8,0,8,5,16,12,0,10,9,52.6,"MF,DF"
632,Joaquín Larrivey,"1,573",1,26,62.3,48,36.4,217,6,14,2022-2023,37,ar ARG,2 Teams,it Serie B,33,"1,573",17.5,16,17,5,4,0,4,3,1,1,0,296,475,62.3,12,29,4,0,30,4257,814,169,245,69,94,149,63.1,17,32,53.1,26,24,0,0,0,2,0,1,1,0,0,0,0,0,217,729,186,5,5,1,30,11,416,62,11,4,36.4,6,54.5,14,7,2,8,4,3,8,37.5,5,8,0,8,6,20,29,0,110,119,48,"FW,MF"
633,Caleb Ekuban,645,4,21,70.1,65.6,48.3,168,0,6,2022-2023,28,gh GHA,Genoa,it Serie B,14,645,7.2,6,8,2,2,2,4,2,0,0,0,108,154,70.1,5,10,6,0,15,1584,328,58,78,74.4,36,44,81.8,6,9,66.7,21,12,0,4,2,3,0,4,4,0,0,0,0,0,168,891,381,18,14,11,30,15,219,64,29,14,48.3,11,37.9,6,4,1,4,1,2,3,66.7,1,9,0,9,0,6,2,0,21,11,65.6,FW
634,Stefano Moreo,"2,452",3,50,57.4,53.6,43.6,392,11,34,2022-2023,29,it ITA,2 Teams,it Serie B,36,"2,452",27.2,29,7,2,4,1,5,4,0,1,1,364,634,57.4,22,34,8,2,51,5128,1376,209,340,61.5,114,174,65.5,19,37,51.4,50,35,0,2,5,8,0,3,2,0,0,1,0,0,392,2225,739,24,21,6,71,15,642,132,39,17,43.6,21,53.8,34,26,16,12,6,11,23,47.8,12,24,4,20,11,45,49,0,147,127,53.6,"FW,MF"
635,Nicholas Pierini,"1,196",7,51,70.9,37.5,38,324,7,23,2022-2023,23,it ITA,Venezia,it Serie B,35,"1,196",13.3,12,23,3,4,0,4,4,0,0,0,327,461,70.9,19,27,19,5,56,5224,1474,166,207,80.2,110,138,79.7,33,79,41.8,51,32,8,3,5,3,0,7,3,0,2,2,0,0,324,1582,729,15,15,3,34,16,412,95,50,19,38,22,44,23,13,8,9,6,11,21,52.4,10,11,1,10,7,30,9,0,18,30,37.5,"FW,DF"
636,Luca Ceppitelli,"1,779",1,10,84.8,67,100,750,39,31,2022-2023,32,it ITA,Venezia,it Serie B,22,"1,779",19.8,21,1,7,0,0,0,0,0,0,0,1044,1231,84.8,3,63,3,0,71,21841,8825,279,317,88,604,654,92.4,154,229,67.2,10,8,0,0,2,0,0,1,1,0,0,0,0,0,750,3497,2048,9,7,1,9,4,899,4,2,2,100,0,0,31,18,17,13,1,12,21,57.1,9,23,9,14,39,70,94,1,67,33,67,DF
637,Nicola Falasco,"2,015",8,104,65.1,50,36.4,729,19,23,2022-2023,28,it ITA,Ascoli,it Serie B,27,"2,015",22.4,25,2,5,0,2,2,0,0,0,0,873,1340,65.1,60,94,35,23,96,19581,7964,335,379,88.4,316,443,71.3,214,470,45.5,104,48,51,1,2,2,0,8,4,3,0,0,1,0,729,4216,2304,59,33,3,20,12,816,65,44,16,36.4,17,38.6,23,14,12,9,2,16,29,55.2,13,16,1,15,19,42,38,0,13,13,50,DF
638,Ionuț Nedelcearu,"3,206",3,18,87.8,61.4,50,1094,47,25,2022-2023,26,ro ROU,Palermo,it Serie B,36,"3,206",35.6,36,0,0,0,3,3,0,0,0,0,1543,1757,87.8,4,53,1,0,103,29629,10127,478,529,90.4,927,1000,92.7,124,203,61.1,18,15,1,0,2,0,0,3,1,0,0,2,0,0,1094,7351,4693,20,8,0,11,1,1229,4,2,1,50,1,50,25,12,23,2,0,10,18,55.6,8,36,23,13,47,72,138,1,94,59,61.4,DF
639,Giuseppe Bellusci,"1,323",0,13,79.7,57.1,66.7,420,19,16,2022-2023,32,it ITA,Ascoli,it Serie B,18,"1,323",14.7,14,4,9,0,0,0,0,0,0,0,590,740,79.7,5,44,2,0,46,12289,4969,167,192,87,328,369,88.9,85,162,52.5,13,11,1,0,0,1,0,0,0,0,0,0,0,0,420,2141,1330,11,2,0,6,3,474,2,3,2,66.7,0,0,16,8,13,3,0,13,20,65,7,9,3,6,19,35,47,1,28,21,57.1,DF
640,Alessandro Deiola,"1,522",1,36,72.9,51.9,50,412,16,24,2022-2023,26,it ITA,Cagliari,it Serie B,26,"1,522",16.9,16,10,4,3,2,5,3,0,0,0,527,723,72.9,21,63,7,5,62,11097,3314,183,230,79.6,233,283,82.3,102,165,61.8,36,31,1,1,3,0,0,1,1,0,0,0,0,0,412,1914,692,7,12,0,19,10,512,44,6,3,50,3,50,24,12,11,11,2,14,30,46.7,16,10,2,8,16,40,29,0,41,38,51.9,"MF,DF"
